Field Mnemonic,Data License Category,Comdty,Equity,Muni,Pfd,M-Mkt,Govt,Corp,Index,Curncy,Mtge,Field Type,Width
FUND_ASSET_ALLOC_MUNI,Security Master, ,Equity, , , , , , , , ,Real,12
FUND_ASSET_ALLOC_PFD,Security Master, ,Equity, , , , , , , , ,Real,12
FUND_ASSET_CLASS_FOCUS,Security Master, ,Equity, , , , , ,Index, , ,Character,12
FUND_ASSETS_USD,Security Master, ,Equity, , , , , , , , ,Real,12
FUND_AUDITOR_LONG,Security Master, ,Equity, , , , , , , , ,Long Character,12
FUND_AUTHORIZED_FOR_RETAIL_INVS,Security Master, ,Equity, , , , , , , , ,Boolean,12
FUND_AVG_DUR,Derived Data, , , , , , , , , , ,Real,12
FUND_AVG_DVD_YLD,Security Master, ,Equity, , , , , , , , ,Real,12
FUND_AVG_MKT_CAP,Security Master, ,Equity, , , , , , , , ,Real,12
FUND_AVG_PRICE_CASH_FLOW,Security Master, ,Equity, , , , , , , , ,Real,12
FUND_AVG_PRICE_SALES_RATIO,Security Master, ,Equity, , , , , , , , ,Real,12
FUND_BENCHMARK_PRIM,Security Master, ,Equity, , , , , ,Index, , ,Character,12
FUND_BENCHMARK_SECONDARY,Security Master, ,Equity, , , , , , , , ,Character,12
FUND_BENCHMARK_THIRD,Security Master, ,Equity, , , , , , , , ,Character,12
FUND_CLASS_ASSETS,Security Master, ,Equity, , , , , , , , ,Real,12
FUND_CLASS_ASSETS_CRNCY,Security Master, ,Equity, , , , , , , , ,Character,12
FUND_CLASS_ASSETS_DT,Security Master, ,Equity, , , , , , , , ,Date,12
FUND_CLOSED_NEW_INV,Security Master, ,Equity, , , , , , , , ,Character,12
FUND_CLSD_SHR_CLASS,Security Master, ,Equity, , , , , , , , ,Character,12
FUND_COMP_NAME,Security Master, ,Equity, , , , , , , , ,Character,12
FUND_COUNTRY_AVAIL,Security Master, ,Equity, , , , , , , , ,Bulk Format,12
FUND_CPFIS,Security Master, ,Equity, , , , , , , , ,Boolean,12
FUND_CREATION_UNIT_SIZE,Security Master, ,Equity, , , , , , , , ,Integer,12
FUND_CRNCY_ADJ_CLASS_ASSETS,Security Master, ,Equity, , , , , , , , ,Real,12
FUND_CRNCY_ADJ_TOTAL_ASSETS,Security Master, ,Equity, , , , , , , , ,Real,12
FUND_CRNCY_FOCUS,Security Master, ,Equity, , , , , , , , ,Bulk Format,12
FUND_CURRENT_FRONT_LOAD,Security Master, ,Equity, , , , , , , , ,Real,12
FUND_CUSTODIAN_LONG,Security Master, ,Equity, , , , , , , , ,Long Character,12
FUND_DAYS_DELAY,End of Day Pricing, ,Equity, , , , , , , , ,Integer,12
FUND_DEFERRED_LOAD,Security Master, ,Equity, , , , , , , , ,Real,12
FUND_DISTRIBUTOR,Security Master, ,Equity, , , , , , , , ,Character,12
FUND_DISTRIBUTOR_LONG,Security Master, ,Equity, , , , , , , , ,Long Character,12
FUND_DOMICILE_TYP,Security Master, ,Equity, , , , , , , , ,Character,12
FUND_DSK,Security Master, ,Equity, , , , , , , , ,Boolean,12
FUND_EARLY_REDEMP_SCHEDULE,Security Master, ,Equity, , , , , , , , ,Bulk Format,12
FUND_EARLY_WITHDRAW_FEE,Security Master, ,Equity, , , , , , , , ,Real,12
FUND_EPF_MK,Security Master, ,Equity, , , , , , , , ,Boolean,12
FUND_ESG_INDICATOR_OWNERSHIP_PCT,Security Master, ,Equity, , , , , , , , ,Bulk Format,12
FUND_EURO_DIRECT_UCITS,Security Master, ,Equity, , , , , , , , ,Boolean,12
FUND_EURO_PASSPORT,Security Master, , , , , , , , , , ,Boolean,12
FUND_EXP_ASOF_DT,Security Master, ,Equity, , , , , , , , ,Date,12
FUND_EXPENSE_RATIO,Security Master, ,Equity, , , , , , , , ,Real,12
FUND_FEEDER_BIT,Security Master, ,Equity, , , , , , , , ,Boolean,12
FUND_FISCAL_MONTH,Security Master, ,Equity, , , , , , , , ,Month/Year,12
FUND_FLOW,Derived Data, ,Equity, , , , , , , , ,Real,12
FUND_FLOW_DATE,Derived Data, ,Equity, , , , , , , , ,Date,12
FUND_FRONT_END_LOAD,Security Master, ,Equity, , , , , , , , ,Real,12
FUND_GEO_FOCUS,Security Master, ,Equity, , , , , , , , ,Character,12
FUND_GUARANTEED_AMT,Security Master, ,Equity, , , , , , , , ,Character,12
FUND_GUARANTEED_MGMT,Security Master, ,Equity, , , , , , , , ,Real,12
FUND_GUARANTOR,Security Master, ,Equity, , , , , , , , ,Character,12
FUND_HAS_COMPLEX_FRNT_SCHED,Security Master, ,Equity, , , , , , , , ,Boolean,12
FUND_HAS_COMPLEX_REDEMP,Security Master, ,Equity, , , , , , , , ,Boolean,12
FUND_HAS_REDEMPTION_SCHED,Security Master, ,Equity, , , , , , , , ,Boolean,12
FUND_HIGH_WATER,Security Master, ,Equity, , , , , , , , ,Character,12
FUND_HOLDINGS_AS_OF_DATE,Security Master, ,Equity, , , , , , , , ,Date,12
FUND_HOLDNGS_INFO_AVAIL,Security Master, ,Equity, , , , , , , , ,Boolean,12
FUND_HURDLE_RATE,Security Master, ,Equity, , , , , , , , ,Real,12
FUND_INCENTIVE_FEE,Security Master, ,Equity, , , , , , , , ,Real,12
FUND_INCEPT_DT,Security Master, ,Equity, , , , , ,Index, , ,Date,12
FUND_INCOME_RATIO,Security Master, ,Equity, , , , , , , , ,Real,12
FUND_INDUSTRY_FOCUS,Security Master, ,Equity, , , , , , , , ,Character,12
FUND_INIT_VAL_CRNCY,Security Master, ,Equity, , , , , , , , ,Character,12
FUND_INV_RISK_SCALE,Security Master, ,Equity, , , , , , , , ,Integer,12
FUND_INVEST_ADVISOR,Security Master, ,Equity, , , , , , , , ,Character,12
FUND_IRA_INVEST,Security Master, ,Equity, , , , , , , , ,Real,12
FUND_IS_BOND_ELIGIBLE_INDICATOR,Security Master, ,Equity, , , , , , , , ,Boolean,12
FUND_LAST_RPT_DT,End of Day Pricing, ,Equity, , , , , , , , ,Character,12
FUND_LEAD_MGR_LONG,Security Master, ,Equity, , , , , , , , ,Long Character,12
FUND_LEVERAGE,Security Master, ,Equity, , , , , , , , ,Boolean,12
FUND_LEVERAGE_AMOUNT,Security Master, ,Equity, , , , , , , , ,Character,12
FUND_LEVERAGE_DATE,Security Master, ,Equity, , , , , , , , ,Date,12
FUND_LEVERAGE_TYPE,Security Master, ,Equity, , , , , , , , ,Character,12
FUND_LOCK_UP,Security Master, ,Equity, , , , , , , , ,Character,12
FUND_LUX_LAW,Security Master, ,Equity, , , , , , , , ,Character,12
FUND_MANAGEMENT_CO,Security Master, ,Equity, , , , , , , , ,Long Character,12
FUND_MANAGEMENT_CO_LONG,Security Master, ,Equity, , , , , , , , ,Long Character,12
FUND_MANAGEMENT_COMPANY_ID,Security Master, ,Equity, , , , , , , , ,Integer,12
FUND_MANAGEMENT_TEAM,Security Master, ,Equity, , , , , , , , ,Bulk Format,12
FUND_MASTER_NAME,Security Master, ,Equity, , , , , , , , ,Long Character,12
FUND_MATURITY_BAND_FOCUS,Security Master, ,Equity, , , , , , , , ,Character,12
FUND_MAX_BASE_MGR_FEE,Security Master, ,Equity, , , , , , , , ,Real,12
FUND_MAX_LOOK_THROUGH_LEVELS,Security Master, ,Equity, , , , , , , , ,Integer,12
FUND_MEDIAN_MKT_CAP,Security Master, ,Equity, , , , , , , , ,Real,12
FUND_MGMT_STYLE,Security Master, ,Equity, , , , , , , , ,Character,12
FUND_MGR,Security Master, ,Equity, , , , , , , , ,Character,12
FUND_MGR_FEE,Security Master, ,Equity, , , , , , , , ,Real,12
FUND_MGR_LONG,Security Master, ,Equity, , , , , ,Index, , ,Long Character,12
FUND_MGR_START_DT,Security Master, ,Equity, , , , , , , , ,Character,12
FUND_MGR_STATED_FEE,Security Master, ,Equity, , , , , , , , ,Real,12
FUND_MGR_STATED_PERFORM_FEE,Security Master, ,Equity, , , , , , , , ,Real,12
FUND_MIN_HOLD,Security Master, ,Equity, , , , , , , , ,Integer,12
FUND_MIN_INVEST,Security Master, ,Equity, , , , , , , , ,Real,12
FUND_MIN_INVEST_CRNCY,Security Master, ,Equity, , , , , , , , ,Character,12
FUND_MIN_INVEST_PAED,Security Master, ,Equity, , , , , , , , ,Real,12
FUND_MIN_INVEST_SHARES,Security Master, ,Equity, , , , , , , , ,Real,12
FUND_MIN_REDEM,Security Master, ,Equity, , , , , , , , ,Character,12
FUND_MIN_SUBSEQUENT_INVEST_SHARE,Security Master, ,Equity, , , , , , , , ,Real,12
FUND_MKT_CAP_FOCUS,Security Master, ,Equity, , , , , , , , ,Character,12
FUND_MPF_APIF,Security Master, ,Equity, , , , , , , , ,Boolean,12
FUND_MPF_CON,Security Master, ,Equity, , , , , , , , ,Boolean,12
FUND_NAV_DT,End of Day Pricing, ,Equity, , , , , , , , ,Date,12
FUND_NET_ASSET_VAL,End of Day Pricing, ,Equity, , , , , , , , ,Price,12
FUND_NON_PUBLIC,Security Master, , , , , , , , , , ,Boolean,12
FUND_OBJECTIVE_LONG,Security Master, ,Equity, , , , , , , , ,Character,12
FUND_OPEN_PYMNT_SHR,Security Master, ,Equity, , , , , , , , ,Character,12
FUND_OPEN_SHR_CLASS,Security Master, ,Equity, , , , , , , , ,Character,12
FUND_PB_RATIO,Security Master, ,Equity, , , , , , , , ,Real,12
FUND_PCT_PREMIUM,End of Day Pricing, ,Equity, , , , , , , , ,Real,12
FUND_PCT_TOP_TEN_HOLD,Security Master, ,Equity, , , , , , , , ,Real,12
FUND_PE_RATIO,Security Master, ,Equity, , , , , , , , ,Real,12
FUND_PENSION_BUY_VAL,End of Day Pricing, ,Equity, , , , , ,Index, , ,Price,12
FUND_PENSION_BUY_VOLUME,End of Day Pricing, ,Equity, , , , , ,Index, , ,Price,12
FUND_PENSION_NET_BUY_VAL,End of Day Pricing, ,Equity, , , , , ,Index, , ,Price,12
FUND_PENSION_NET_BUY_VOLUME,End of Day Pricing, ,Equity, , , , , ,Index, , ,Price,12
FUND_PENSION_SELL_VAL,End of Day Pricing, ,Equity, , , , , ,Index, , ,Price,12
FUND_PENSION_SELL_VOLUME,End of Day Pricing, ,Equity, , , , , ,Index, , ,Price,12
FUND_PER,User Entered Info.,Comdty,Equity,Muni,Pfd,M-Mkt,Govt,Corp,Index,Curncy,Mtge,Character,12
FUND_PERMISSIONING_STATUS,Security Master, ,Equity, , , , , , , , ,Character,12
FUND_PHONE,Security Master, ,Equity, , , , , , , , ,Character,12
FUND_PORT_DT,Security Master, ,Equity, , , , , , , , ,Date,12
FUND_PRICING_FREQ,Security Master, ,Equity, , , , , , , , ,Integer,12
FUND_PRICING_SOURCE,End of Day Pricing, ,Equity, , , , , , , , ,Character,12
FUND_PRIME_BROKER,Security Master, ,Equity, , , , , , , , ,Character,12
FUND_PRIVATE_FUND,Security Master, ,Equity, , , , , , , , ,Boolean,12
FUND_RATIO_AS_OF_DT,Security Master, ,Equity, , , , , , , , ,Date,12
FUND_REDEM_FREQ,Security Master, ,Equity, , , , , , , , ,Character,12
FUND_REDEMP_DT,Security Master, ,Equity, , , , , , , , ,Date,12
FUND_REDEMPTION_FLAT,Security Master, ,Equity, , , , , , , , ,Real,12
FUND_RISK_ASOF_DT,Security Master, ,Equity, , , , , , , , ,Date,12
FUND_RSP,Security Master, ,Equity, , , , , , , , ,Boolean,12
FUND_RTG_CLASS_FOCUS,Security Master, ,Equity, , , , , , , , ,Character,12
FUND_SFDR_CLASS_OWNRSHP_PCT,Security Master, ,Equity, , , , , , , , ,Bulk Format,12
FUND_SINGLE_SHARE,Security Master, , , , , , , , , , ,Boolean,12
FUND_SIZE,Security Master, ,Equity, , , , , , , , ,Real,12
FUND_SOURCE_LIST,Security Master, , ,Muni, , , , , , , ,Bulk Format,12
FUND_STATUS,Derived Data, ,Equity, , , , , , , , ,Character,12
FUND_STRATEGY,Security Master, ,Equity, , , , , , , , ,Character,12
FUND_SUB_STRATEGIES_BULK,Security Master, ,Equity, , , , , , , , ,Bulk Format,12
FUND_SUBSCRIPT_FREQ,Security Master, ,Equity, , , , , , , , ,Character,12
FUND_TAX_FORM,Security Master, ,Equity, , , , , , , , ,Character,12
FUND_TAX_STATUS,Security Master, ,Equity, , , , , , , , ,Character,12
FUND_TICKERS_LIST_FOR_CORP_TKR,Security Master, ,Equity,Muni,Pfd,M-Mkt, ,Corp, , , ,Bulk Format,12
FUND_TOTAL_ASSETS,Security Master, ,Equity, , , , , , , , ,Real,12
FUND_TOTAL_ASSETS_CRNCY,Security Master, ,Equity, , , , , , , , ,Character,12
FUND_TOTAL_ASSETS_DT,Security Master, ,Equity, , , , , , , , ,Date,12
FUND_TOTAL_EXP,Security Master, ,Equity, , , , , , , , ,Real,12
FUND_TRANSFER_AGENT_LONG,Security Master, ,Equity, , , , , , , , ,Long Character,12
FUND_TRANSFER_AGENT_PHONE_LONG,Security Master, ,Equity, , , , , , , , ,Long Character,12
FUND_TRUSTEE,Security Master, ,Equity, , , , , , , , ,Character,12
FUND_TRUSTEE_FEE,Security Master, ,Equity, , , , , , , , ,Real,12
FUND_TURNOVER,Security Master, ,Equity, , , , , , , , ,Real,12
FUND_TYP,Security Master, ,Equity, , , , , , , , ,Character,12
FUND_UNDL_ETF_TICKERS,Security Master, ,Equity, , , , , , , , ,Bulk Format,12
FUND_VERMOGEN,Security Master, ,Equity, , , , , , , , ,Boolean,12
FUND_YIELD,End of Day Pricing, ,Equity, , , , , , , , ,Real,12
FUNDAMENTAL_CHANGE_COVENANT,Security Master, , , ,Pfd, ,Govt,Corp, , , ,Boolean,12
FUNDAMENTAL_CONVERSION_FACTOR,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,12
FUNDAMENTAL_DATA_INDICATOR,Security Master, ,Equity, , , , , , , , ,Character,12
FUNDAMENTAL_ENTRY_DT,Security Master, ,Equity, , , , , , , , ,Date,12
FUNDAMENTAL_PUBLIC_DATE,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Date,12
FUNDAMENTAL_UPDATE_DT,Security Master, ,Equity, , , , , , , , ,Date,12
FUNDAMENTALS_ID_BB_COMPANY,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,12
FUNDAMENTALS_TICKER,Security Master, ,Equity, ,Pfd, , ,Corp,Index, , ,Character,12
FUNDED,Security Master, ,Equity, , , , , , , , ,Character,12
FUNDED_AMOUNT,Security Master, , , , , , ,Corp, , , ,Real,12
FUNDING_DATE,Security Master, , , , , , ,Corp, , , ,Date,12
FUNDING_LEG_IDENTIFIER,Security Master, , , , , , ,Corp, , , ,Character,12
FUNDING_RATE,Security Master, , , , , , , , ,Curncy, ,Real,12
FUNDS_AVAIL_DIST_PAYOUT_RATIO,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,12
FUNDS_AVAILABLE_FOR_DIST_PER_SH,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,12
FUNDS_AVAILABLE_FOR_DISTRIBUTION,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,12
FUNDS_FROM_OPERATIONS_INDUS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,12
FUNDS_FROM_OPERATIONS_SHARE,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,12
FUNDS_FROM_OPERATIONS_TO_EQUITY,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,12
FUNDS_FROM_OPERATIONS_TO_INT_EXP,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,12
FUNDS_FROM_OPS_TO_TOTAL_DEBT,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,12
FUNDSERV_IDENTIFIER,Security Master, ,Equity, , , , , , , , ,Character,12
FUNGE_CUSIP,Security Master, , , , , , ,Corp, , , ,Character,12
FURNACE_OIL_CONS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,12
FURTHER_ASSURANCES,Security Master, , , , , , ,Corp, , , ,Boolean,12
FUT_ACT_DAYS_EXP,Derived Data,Comdty, , , , , , ,Index,Curncy, ,Integer,12
FUT_ACTUAL_REPO_RT,Derived Data,Comdty, , , , , , , , , ,Real,12
FUT_ADJ_HEDGE_NON_SPD,Derived Data, , , , , ,Govt,Corp, , , ,Bulk Format,12
FUT_ADJ_HEDGE_SPD,Derived Data, , , , , ,Govt,Corp, , , ,Bulk Format,12
FUT_AGGTE_OPEN_INT,Derived Data,Comdty,Equity, , , , , ,Index,Curncy, ,Integer,12
FUT_AGGTE_VOL,Derived Data,Comdty,Equity, , , , , ,Index,Curncy, ,Integer,12
FUT_BUS_DAYS_VAL,Derived Data,Comdty, , , , , , ,Index,Curncy, ,Integer,12
FUT_CALL_DELTA,Derived Data,Comdty, , , , , , ,Index,Curncy, ,Real,12
FUT_CALL_DELTA_SER_1,Derived Data,Comdty, , , , , , ,Index,Curncy, ,Real,12
FUT_CALL_DELTA_SER_2,Derived Data,Comdty, , , , , , ,Index,Curncy, ,Real,12
FUT_CALL_GAMMA,Derived Data,Comdty, , , , , , ,Index,Curncy, ,Real,12
FUT_CALL_GAMMA_SER_1,Derived Data,Comdty, , , , , , ,Index,Curncy, ,Real,12
FUT_CALL_GAMMA_SER_2,Derived Data,Comdty, , , , , , ,Index,Curncy, ,Real,12
FUT_CALL_IMP_VOL_SER_1,Derived Data,Comdty, , , , , , ,Index,Curncy, ,Real,12
FUT_CALL_IMP_VOL_SER_2,Derived Data,Comdty, , , , , , ,Index,Curncy, ,Real,12
FUT_CALL_IMPLIED_VOLATILITY,Derived Data,Comdty, , , , , , ,Index,Curncy, ,Real,12
FUT_CALL_THETA_SER_1,Derived Data,Comdty, , , , , , ,Index,Curncy, ,Real,12
FUT_CALL_THETA_SER_2,Derived Data,Comdty, , , , , , ,Index,Curncy, ,Real,12
FUT_CALL_VEGA,Derived Data,Comdty, , , , , , ,Index,Curncy, ,Real,12
FUT_CALL_VEGA_SER_1,Derived Data,Comdty, , , , , , ,Index,Curncy, ,Real,12
FUT_CALL_VEGA_SER_2,Derived Data,Comdty, , , , , , ,Index,Curncy, ,Real,12
FUT_CHAIN,Security Master,Comdty,Equity, , , , , ,Index,Curncy, ,Bulk Format,12
FUT_CHAIN_LAST_TRADE_DATES,Security Master,Comdty, , , , , , ,Index,Curncy, ,Bulk Format,12
FUT_CNV_CNVX_BASED_ON_CTD,Derived Data,Comdty, , , , , , , , , ,Real,12
FUT_CNV_CNVX_NOTL,Derived Data,Comdty, , , , , , , , , ,Real,12
FUT_CNV_DUR_BASED_ON_CTD,Derived Data,Comdty, , , , , , , , , ,Real,12
FUT_CNV_DUR_NOTL,Derived Data,Comdty, , , , , , , , , ,Real,12
FUT_CNV_MOD_DUR_BASED_ON_CTD,Derived Data,Comdty, , , , , , , , , ,Real,12
FUT_CNV_MOD_DUR_NOTL,Derived Data,Comdty, , , , , , , , , ,Real,12
FUT_CNV_RISK,Derived Data,Comdty, , , , , , , , , ,Real,12
FUT_CNV_RISK_CTD,Derived Data,Comdty, , , , , , , , , ,Real,12
FUT_CNV_RISK_FRSK,Derived Data,Comdty, , , , , , , , , ,Real,12
FUT_CNVS_FACTOR,Security Master,Comdty, , , , , , , , , ,Real,12
FUT_COND_CODE,End of Day Pricing,Comdty, , , , ,Govt,Corp,Index, , ,Character,12
FUT_CONT_SIZE,Security Master,Comdty,Equity, , , , , ,Index,Curncy, ,Real,12
FUT_CONTRACT_DT,Security Master,Comdty, , , , , , ,Index,Curncy, ,Character,12
FUT_CTD,Security Master,Comdty, , , , , , , , , ,Character,12
FUT_CTD_ADJ_CONTRACT_VALUE,Security Master,Comdty, , , , , , ,Index,Curncy, ,Real,12
FUT_CTD_BSEDOL,Security Master,Comdty, , , , , , , , , ,Character,12
FUT_CTD_CNV_CNVX,Derived Data,Comdty, , , , , , , , , ,Real,12
FUT_CTD_CNV_DUR,Derived Data,Comdty, , , , , , , , , ,Real,12
FUT_CTD_CNV_MOD_DUR,Derived Data,Comdty, , , , , , , , , ,Real,12
FUT_CTD_CNV_RISK,Derived Data,Comdty, , , , , , , , , ,Real,12
FUT_CTD_CNV_YLD,Derived Data,Comdty, , , , , , , , , ,Real,12
FUT_CTD_CPN,Security Master,Comdty, , , , , , , , , ,Real,12
FUT_CTD_CUSIP,Security Master,Comdty, , , , , , , , , ,Character,12
FUT_CTD_DAY_CNT,Security Master,Comdty, , , , , , , , , ,Character,12
FUT_CTD_EQV_CNVX,Derived Data,Comdty, , , , , , , , , ,Real,12
FUT_CTD_EQV_DUR,Derived Data,Comdty, , , , , , , , , ,Real,12
FUT_CTD_EQV_MOD_DUR,Derived Data,Comdty, , , , , , , , , ,Real,12
FUT_CTD_EQV_RISK,Derived Data,Comdty, , , , , , , , , ,Real,12
FUT_CTD_EQV_YLD,Derived Data,Comdty, , , , , , , , , ,Real,12
FUT_CTD_FREQ,Security Master,Comdty, , , , , , , , , ,Character,12
FUT_CTD_GROSS_BASIS,Derived Data,Comdty, , , , , , , , , ,Real,12
FUT_CTD_ISIN,Security Master,Comdty, , , , , , , , , ,Character,12
FUT_CTD_MTY,Security Master,Comdty, , , , , , , , , ,Date,12
FUT_CTD_NET_BASIS,Derived Data,Comdty, , , , , , , , , ,Real,12
FUT_CTD_PX,Security Master,Comdty, , , , , , , , , ,Price,12
FUT_CTD_REAL_CUSIP,Security Master,Comdty, , , , , , , , , ,Character,12
FUT_CTD_RSEDOL,Security Master,Comdty, , , , , , , , , ,Character,12
FUT_CTD_SEDOL,Security Master,Comdty, , , , , , , , , ,Character,12
FUT_CTD_TICKER,Security Master,Comdty, , , , , , , , , ,Character,12
FUT_CTD_WERTPAPIER,Security Master,Comdty, , , , , , , , , ,Character,12
FUT_CUR_GEN_TICKER,Security Master,Comdty,Equity, , , , , ,Index,Curncy, ,Character,12
FUT_DAYS_EXPIRE,Derived Data,Comdty, , , , , , ,Index,Curncy, ,Integer,12
FUT_DELIVERABLE_BONDS,Security Master,Comdty, , , , , , , , , ,Bulk Format,12
FUT_DLV_DT_FIRST,Security Master,Comdty,Equity, , , , , ,Index,Curncy, ,Date,12
FUT_DLV_DT_LAST,Security Master,Comdty,Equity, , , , , ,Index,Curncy, ,Date,12
FUT_DLV_MAX_MTY_DT,Security Master,Comdty, , , , , , , , , ,Date,12
FUT_DLV_MAX_TERM,Security Master,Comdty, , , , , , , , , ,Real,12
FUT_DLV_MIN_ISS_AMT,Security Master,Comdty, , , , , , , , , ,Integer,12
FUT_DLV_MIN_MTY_DT,Security Master,Comdty, , , , , , , , , ,Date,12
FUT_DLV_MIN_TERM,Security Master,Comdty, , , , , , , , , ,Real,12
FUT_DLV_ROUND,Security Master,Comdty, , , , , , , , , ,Boolean,12
FUT_DLV_ROUND_MON_NUM,Security Master,Comdty, , , , , , , , , ,Integer,12
FUT_DLVRBLE_BNDS_BB_UNIQUE,Security Master,Comdty, , , , , , , , , ,Bulk Format,12
FUT_DLVRBLE_BNDS_CUSIPS,Security Master,Comdty, , , , , , , , , ,Bulk Format,12
FUT_DLVRBLE_BNDS_ISINS,Security Master,Comdty, , , , , , , , , ,Bulk Format,12
FUT_DOLLAR_CHG,Derived Data,Comdty, , , , , , , , , ,Real,12
FUT_DVD_TO_EXP,Security Master, , , , , , , ,Index, , ,Real,12
FUT_EQV_CNVX_BASED_ON_CTD,Derived Data,Comdty, , , , , , , , , ,Real,12
FUT_EQV_CNVX_NOTL,Derived Data,Comdty, , , , , , , , , ,Real,12
FUT_EQV_DUR_BASED_ON_CTD,Derived Data,Comdty, , , , , , , , , ,Real,12
FUT_EQV_DUR_NOTL,Derived Data,Comdty, , , , , , , , , ,Real,12
FUT_EQV_MOD_DUR_BASED_ON_CTD,Derived Data,Comdty, , , , , , , , , ,Real,12
FUT_EQV_MOD_DUR_NOTL,Derived Data,Comdty, , , , , , , , , ,Real,12
FUT_EQV_RISK,Derived Data,Comdty, , , , , , , , , ,Real,12
FUT_EQV_RISK_CTD,Derived Data,Comdty, , , , , , , , , ,Real,12
FUT_EQV_RISK_FRSK,Derived Data,Comdty, , , , , , , , , ,Real,12
FUT_EXCH_NAME_LONG,Security Master,Comdty,Equity, , , , , ,Index,Curncy, ,Character,12
FUT_EXCH_NAME_SHRT,Security Master,Comdty,Equity, , , , , ,Index,Curncy, ,Character,12
FUT_FAIR_VAL,Derived Data, , , , , , , ,Index, , ,Real,12
FUT_FIRST_TRADE_DT,Security Master,Comdty,Equity, , , , , ,Index,Curncy, ,Date,12
FUT_GEN_MONTH,Security Master,Comdty, , , , , , ,Index,Curncy, ,Character,12
FUT_GEN_ROLL_DT,Security Master,Comdty, , , , , , ,Index,Curncy, ,Date,12
FUT_HAS_CTD,Security Master,Comdty, , , , , , , , , ,Boolean,12
FUT_IMPLIED_REPO_RT,Derived Data,Comdty, , , , , , , , , ,Real,12
FUT_INIT_HEDGE_ML,Security Master,Comdty, , , , , , ,Index,Curncy, ,Real,12
FUT_INIT_SPEC_ML,Security Master,Comdty,Equity, , , , , ,Index,Curncy, ,Real,12
FUT_LONG_NAME,Security Master,Comdty,Equity, , , , , ,Index,Curncy, ,Character,12
FUT_MIN_OP_LEASE_OBLIG_3Y_GEO_GR,Security Master, ,Equity,Muni, , , , , , , ,Real,12
FUT_MKT_VALUE,Security Master,Comdty, , , , , , ,Index,Curncy, ,Real,12
FUT_MONTH_YR,Security Master,Comdty,Equity, , , , , ,Index,Curncy, ,Month/Year,12
FUT_MONTHLY_GEN_TICKER,Security Master,Comdty, , , , , , ,Index,Curncy, ,Character,12
FUT_NOMINAL_CONTRACT_VALUE,Security Master,Comdty, , , , , , ,Index,Curncy, ,Real,12
FUT_NORM_PX,End of Day Pricing,Comdty, , , , , , ,Index,Curncy, ,Price,12
FUT_NOTICE_FIRST,Security Master,Comdty,Equity, , , , , ,Index,Curncy, ,Date,12
FUT_NOTL_BOND,Security Master,Comdty, , , , , , , , , ,Character,12
FUT_NOTL_CNV_YLD,Derived Data,Comdty, , , , , , , , , ,Real,12
FUT_NOTL_EQV_YLD,Derived Data,Comdty, , , , , , , , , ,Real,12
FUT_NOTL_MTY,Security Master,Comdty, , , , , , , , , ,Date,12
FUT_NUM_GEN_AVAIL,Security Master,Comdty,Equity, , , , , ,Index,Curncy, ,Integer,12
FUT_NUMBER_TICKS,End of Day Pricing,Comdty, , , , , , ,Index,Curncy, ,Integer,12
FUT_OPT_AVAIL,Security Master,Comdty, , , , , , ,Index,Curncy, ,Boolean,12
FUT_OPT_TRADING,Security Master,Comdty, , , , , , ,Index,Curncy, ,Boolean,12
FUT_POST_EURO_CONT_SIZE,Security Master,Comdty, , , , , , ,Index,Curncy, ,Real,12
FUT_POST_EURO_CONT_VAL,Security Master,Comdty, , , , , , ,Index,Curncy, ,Real,12
FUT_POST_EURO_TICK_SIZE,Security Master,Comdty, , , , , , ,Index,Curncy, ,Real,12
FUT_POST_EURO_TICK_VAL,Security Master,Comdty, , , , , , ,Index,Curncy, ,Real,12
FUT_PRE_EURO_CONT_SIZE,Security Master,Comdty, , , , , , ,Index,Curncy, ,Real,12
FUT_PRE_EURO_CONT_VAL,Security Master,Comdty, , , , , , ,Index,Curncy, ,Real,12
FUT_PRE_EURO_TICK_SIZE,Security Master,Comdty, , , , , , ,Index,Curncy, ,Real,12
FUT_PRE_EURO_TICK_VAL,Security Master,Comdty, , , , , , ,Index,Curncy, ,Real,12
FUT_PUT_DELTA,Derived Data,Comdty, , , , , , ,Index,Curncy, ,Real,12
FUT_PUT_DELTA_SER_1,Derived Data,Comdty, , , , , , ,Index,Curncy, ,Real,12
FUT_PUT_DELTA_SER_2,Derived Data,Comdty, , , , , , ,Index,Curncy, ,Real,12
FUT_PUT_GAMMA,Derived Data,Comdty, , , , , , ,Index,Curncy, ,Real,12
